% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.867236261e+01 +1.867236261e+01 +2.554236261e+01 +2.554236261e+01 -3.7721e+00 +4.4151e+00 +1.3359e+00 +4.2936e+00 -4.6451e+00 +3.9842e+00 +1.8227e+00 +3.2841e+00 +1.6086e+00 -1.3497e+00
2 +1.418099612e+01 +1.418099612e+01 +2.105099612e+01 +2.105099612e+01 -2.4391e+00 -4.5791e+00 -4.0053e+00 +4.6104e+00 +2.1091e+00 +1.2656e+00 -1.7701e+00 -1.3158e+00 +3.2282e+00 +2.1498e+00
5 +9.740662754e+00 +9.740662754e+00 +1.661066275e+01 +1.661066275e+01 +9.7618e-01 -2.3353e+00 +3.1515e+00 -3.2224e+00 -2.9578e+00 -3.8927e+00 -3.7096e+00 -8.1564e-01 +3.4646e-02 +7.0605e-01
17 +4.132931488e+00 +4.132931488e+00 +1.100293149e+01 +1.100293149e+01 +2.1057e-01 -2.0942e+00 +3.7810e+00 +4.3019e-01 -1.8087e+00 +1.1628e-01 +1.3949e-01 -4.7340e+00 -8.1295e-01 +1.4396e+00
43 +2.738397745e+00 +2.738397745e+00 +9.608397745e+00 +9.608397745e+00 +4.6640e+00 +4.5786e+00 +2.5698e-01 +1.5598e+00 +3.2524e+00 -1.2322e+00 +2.3085e+00 +2.7034e-01 -1.4336e+00 -2.0365e+00
473 +2.141486281e+00 +2.141486281e+00 +9.011486281e+00 +9.011486281e+00 -2.1549e+00 +1.3943e+00 +7.8436e-01 -4.7472e+00 -3.0811e+00 +4.9639e+00 -2.9773e+00 -1.0849e+00 -1.9062e+00 -1.8078e+00
5025 +1.579727400e+00 +1.579727400e+00 +8.449727400e+00 +8.449727400e+00 -3.8850e+00 -4.9818e+00 +1.3476e+00 -1.3165e+00 -3.9142e+00 -1.5394e+00 -3.0335e+00 -1.5108e+00 -1.7931e+00 +4.2644e+00
19093 +9.228658343e-01 +9.228658343e-01 +7.792865834e+00 +7.792865834e+00 -3.8754e+00 -4.9577e+00 +1.3421e+00 -1.3152e+00 -2.6373e+00 +3.5244e+00 -3.0517e+00 +4.6761e+00 -1.8118e+00 +4.2678e+00
25467 +5.543371591e-01 +5.543371591e-01 +7.424337159e+00 +7.424337159e+00 -3.8862e+00 -4.9515e+00 +1.3214e+00 -1.3182e+00 -2.6359e+00 +3.5264e+00 -3.0685e+00 +4.6887e+00 -1.8270e+00 +4.2754e+00
35110 +3.694970363e-01 +3.694970363e-01 +7.239497036e+00 +7.239497036e+00 -3.8759e+00 -4.9462e+00 +1.3260e+00 -1.3254e+00 -2.6340e+00 +3.5212e+00 -3.0627e+00 +4.6919e+00 -1.8272e+00 +4.2755e+00
42490 +2.502707034e-01 +2.502707034e-01 +7.120270703e+00 +7.120270703e+00 -3.8759e+00 -4.9515e+00 +1.3260e+00 -1.3195e+00 -2.6340e+00 +3.5309e+00 -3.0517e+00 +4.6887e+00 -1.8305e+00 +4.2755e+00
